id,title,price,rating,availability,category,image_url,book_url
158,The Genius of Birds,17.24,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_857/index.html
159,The Emerald Mystery,23.15,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_858/index.html
160,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_859/index.html
161,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_820/index.html
162,The Artist's Way: A Spiritual Path to Higher Creativity,38.49,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_821/index.html
163,The Art of War,33.34,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_822/index.html
164,The Argonauts,10.93,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_823/index.html
165,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_824/index.html
166,Suddenly in Love (Lake Haven #1),55.99,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_825/index.html
167,Something More Than This,16.24,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_826/index.html
168,Soft Apocalypse,26.12,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_827/index.html
169,So You've Been Publicly Shamed,12.23,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_828/index.html
170,Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_829/index.html
171,"Shobu Samurai, Project Aryoku (#3)",29.06,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_830/index.html
172,Secrets and Lace (Fatal Hearts #1),20.27,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_831/index.html
173,Scarlett Epstein Hates It Here,43.55,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_832/index.html
174,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_833/index.html
175,Redeeming Love,20.47,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_834/index.html
176,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_835/index.html
177,Poems That Make Grown Women Cry,14.19,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_836/index.html
178,"Nightingale, Sing",38.28,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_837/index.html
179,Night Sky with Exit Wounds,41.05,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_838/index.html
180,Mrs. Houdini,30.25,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_839/index.html
181,Modern Romance,28.26,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_800/index.html
182,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_801/index.html
183,Louisa: The Extraordinary Life of Mrs. Adams,16.85,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_802/index.html
184,Little Red,13.47,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_803/index.html
185,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_804/index.html
186,Large Print Heart of the Pride,19.15,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_805/index.html
187,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_806/index.html
188,Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_807/index.html
189,Grumbles,22.16,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_808/index.html
190,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_809/index.html
191,Frostbite (Vampire Academy #2),29.99,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_810/index.html
192,Follow You Home,21.36,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_811/index.html
193,First Steps for New Christians (Print Edition),29.0,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_812/index.html
194,Finders Keepers (Bill Hodges Trilogy #2),53.53,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_813/index.html
195,"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_814/index.html
196,Eureka Trivia 6.0,54.59,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_815/index.html
197,Drive: The Surprising Truth About What Motivates Us,34.95,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_816/index.html
198,Done Rubbed Out (Reightman & Bailey #1),37.72,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_817/index.html
199,Doing It Over (Most Likely To #1),35.61,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_818/index.html
200,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_819/index.html
201,Dark Notes,19.19,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_780/index.html
202,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_781/index.html
203,Close to You,49.46,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_782/index.html
204,Chasing Heaven: What Dying Taught Me About Living,37.8,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_783/index.html
205,Big Magic: Creative Living Beyond Fear,30.8,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_784/index.html
206,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_785/index.html
207,Beauty Restored (Riley Family Legacy Novellas #3),11.11,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_786/index.html
208,Batman: The Long Halloween (Batman),36.5,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_787/index.html
209,Batman: The Dark Knight Returns (Batman),15.38,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_788/index.html
210,Ayumi's Violin,15.48,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_789/index.html
211,Anonymous,46.82,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_790/index.html
212,Amy Meets the Saints and Sages,18.46,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_791/index.html
213,Amid the Chaos,36.58,1,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_792/index.html
214,Amatus,50.54,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_793/index.html
215,Agnostic: A Spirited Manifesto,12.51,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_794/index.html
216,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_795/index.html
217,You (You #1),43.61,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_796/index.html
218,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_797/index.html
219,Wild Swans,14.36,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_798/index.html
220,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_799/index.html
221,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_760/index.html
222,What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_761/index.html
223,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_762/index.html
224,Walt Disney's Alice in Wonderland,12.96,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_763/index.html
225,V for Vendetta (V for Vendetta Complete),37.1,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_764/index.html
226,Until Friday Night (The Field Party #1),46.31,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_765/index.html
227,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_766/index.html
228,Twenty Yawns,22.08,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_767/index.html
229,Through the Woods,25.38,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_768/index.html
230,This Is Where It Ends,27.12,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_769/index.html
231,The Year of Magical Thinking,43.04,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_770/index.html
232,The Wright Brothers,56.8,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_771/index.html
233,The White Queen (The Cousins' War #1),25.91,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_772/index.html
234,The Wedding Pact (The O'Malleys #2),32.61,3,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_773/index.html
235,The Time Keeper,27.88,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_774/index.html
236,The Testament of Mary,52.67,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_775/index.html
237,The Star-Touched Queen,46.02,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_776/index.html
238,The Songs of the Gods,44.48,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_777/index.html
239,The Song of Achilles,37.4,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_778/index.html
240,The Rosie Project (Don Tillman #1),54.04,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_779/index.html
241,The Power of Habit: Why We Do What We Do in Life and Business,16.88,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_740/index.html
242,The Marriage of Opposites,28.08,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_741/index.html
243,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_742/index.html
244,The Long Haul (Diary of a Wimpy Kid #9),44.07,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_743/index.html
245,The Loney,23.4,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_744/index.html
246,The Literature Book (Big Ideas Simply Explained),17.43,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_745/index.html
247,The Last Mile (Amos Decker #2),54.21,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_746/index.html
248,The Immortal Life of Henrietta Lacks,40.67,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_747/index.html
249,The Hidden Oracle (The Trials of Apollo #1),52.26,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_748/index.html
250,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_749/index.html
251,The Guilty (Will Robie #4),13.82,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_750/index.html
252,The First Hostage (J.B. Collins #2),25.85,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_751/index.html
253,The Dovekeepers,48.78,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_752/index.html
254,The Darkest Lie,35.35,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_753/index.html
255,The Bane Chronicles (The Bane Chronicles #1-11),44.73,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_754/index.html
256,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_755/index.html
257,The 14th Colony (Cotton Malone #11),39.24,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_756/index.html
258,That Darkness (Gardiner and Renner #1),13.92,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_757/index.html
259,Tastes Like Fear (DI Marnie Rome #3),10.69,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_758/index.html
260,Take Me with You,45.21,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_759/index.html
261,Swell: A Year of Waves,45.58,1,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_720/index.html
262,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_721/index.html
263,Still Life with Bread Crumbs,26.41,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_722/index.html
264,Steve Jobs,39.5,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_723/index.html
265,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_724/index.html
266,Someone Like You (The Harrisons #2),52.79,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_725/index.html
267,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_726/index.html
268,Shtum,55.84,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_727/index.html
269,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_728/index.html
270,salt.,46.78,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_729/index.html
271,Robin War,47.82,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_730/index.html
272,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_731/index.html
273,Rain Fish,23.57,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_732/index.html
274,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_733/index.html
275,Pet Sematary,10.56,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_734/index.html
276,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_735/index.html
277,Once Was a Time,18.28,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_736/index.html
278,Old School (Diary of a Wimpy Kid #10),11.83,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_737/index.html
279,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_738/index.html
280,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_739/index.html
281,My Name Is Lucy Barton,41.56,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_700/index.html
282,My Mrs. Brown,24.48,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_701/index.html
283,My Kind of Crazy,40.36,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_702/index.html
284,Mr. Mercedes (Bill Hodges Trilogy #1),28.9,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_703/index.html
285,More Than Music (Chasing the Dream #1),37.61,2,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_704/index.html
286,Made to Stick: Why Some Ideas Survive and Others Die,38.85,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_705/index.html
287,Luis Paints the World,53.95,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_706/index.html
288,Luckiest Girl Alive,49.83,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_707/index.html
289,Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,2,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_708/index.html
290,Love Is a Mix Tape (Music #1),18.03,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_709/index.html
291,Looking for Lovely: Collecting the Moments that Matter,29.14,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_710/index.html
292,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_711/index.html
293,Let It Out: A Journey Through Journaling,26.79,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_712/index.html
294,Lady Midnight (The Dark Artifices #1),16.28,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_713/index.html
295,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_714/index.html
296,Island of Dragons (Unwanteds #7),29.65,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_715/index.html
297,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_716/index.html
298,I Am Pilgrim (Pilgrim #1),10.6,4,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_717/index.html
299,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_718/index.html
300,"Hush, Hush (Hush, Hush #1)",47.02,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_719/index.html
301,Hold Your Breath (Search and Rescue #1),28.82,1,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_680/index.html
302,Hamilton: The Revolution,58.79,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_681/index.html
303,Greek Mythic History,10.23,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_682/index.html
304,God: The Most Unpleasant Character in All Fiction,30.03,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_683/index.html
305,Glory over Everything: Beyond The Kitchen House,45.84,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_684/index.html
306,Feathers: Displays of Brilliant Plumage,49.05,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_685/index.html
307,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_686/index.html
308,Every Last Word,46.47,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_687/index.html
309,Eligible (The Austen Project #4),27.09,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_688/index.html
310,El Deafo,57.62,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_689/index.html
311,Eight Hundred Grapes,14.39,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_690/index.html
312,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_691/index.html
313,"Eat Fat, Get Thin",54.07,2,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_692/index.html
314,Don't Get Caught,55.35,1,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_693/index.html
315,Doctor Sleep (The Shining #2),40.12,2,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_694/index.html
316,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_695/index.html
317,Dear Mr. Knightley,11.21,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_696/index.html
318,Daily Fantasy Sports,36.58,1,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_697/index.html
319,Crazy Love: Overwhelmed by a Relentless God,47.72,2,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_698/index.html
320,Cometh the Hour (The Clifton Chronicles #6),25.01,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_699/index.html
321,Code Name Verity (Code Name Verity #1),22.13,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_660/index.html
322,Clockwork Angel (The Infernal Devices #1),44.14,1,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_661/index.html
323,City of Glass (The Mortal Instruments #3),56.02,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_662/index.html
324,City of Fallen Angels (The Mortal Instruments #4),11.23,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_663/index.html
325,City of Bones (The Mortal Instruments #1),43.28,1,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_664/index.html
